painting_id,title,description,har_nbr,image_name,thumb_name,create_user_id,create_date,last_modified_user_id,last_modified_date,publish_type_id,is_locked,lock_user_id,lock_date,location,source,source_original,source_url,creator_name,creator_tol_id,type,century,tradition_id,tol_place_id
70,Rinchen Sadutshang with Taklha Phuntsok Tashi,"Rinchen Sadutshang, a fifth rank official at the Tibetan foreign ministry, with his colleague Takla Phuntsok Tashi, a brother in law of the Fourteenth Dalai Lama, in front of the Potala in 1952. Sadutshang would later become a Kalon in India in 1978 and would become the Representative at the Bureau of the Dalai Lama in Delhi, his last post before retirement.",,R Sadutshang with Taklha.JPG,R Sadutshang with Taklha_thumb.JPG,343,2016-09-07 15:34:34,343,2016-09-07 17:29:01,5,1,343,2016-09-07 17:29:17,,A Life Unforeseen: A Memoir of Service to Tibet by Rinchen Sadutshang,A Life Unforeseen: A Memoir of Service to Tibet by Rinchen Sadutshang,,,,photograph,79,,
71,"Lo Gendun Sadutshang with Khampas, 1951","Lo Gendun Sadutshang with Khampas he had gathered as armed guards to escort the young Fourteenth Dalai Lama, who had just assumed full political power, from the capital Lhasa to Yatung by the border for safety, in December 1951. ",,Lo Gendun Sadutshang.JPG,Lo Gendun Sadutshang_thumb.JPG,343,2016-09-07 15:36:41,343,2016-09-09 13:48:35,5,1,343,2016-09-09 13:48:35,,A Life Unforeseen: A Memoir of Service to Tibet by Rinchen Sadutshang,A Life Unforeseen: A Memoir of Service to Tibet by Rinchen Sadutshang,,,,photograph,79,,
72,Tibetan Delegation to the United Nations,"Tibetan government officials Rinchen Sadutshang, Tsipon Wangchuk Deden Shakabpa and Gyalo Thondup, the Dalai Lama's older brother, in front of the United Nations in September 1959. The delegation made three such trips to the UN, in the falls of 1959, 1960 and 1961, to seek support for Tibet.",,UN Delegation pic.jpg,UN Delegation pic_thumb.jpg,343,2016-09-07 16:30:26,342,2019-06-05 17:58:57,5,1,343,2016-09-09 13:46:56,,A Life Unforeseen: A Memoir of Service to Tibet by Rinchen Sadutshang,A Life Unforeseen: A Memoir of Service to Tibet by Rinchen Sadutshang,,,,photograph,79,,
73,Khedrubje Gelek Pelzang,"To the left, Khedrupje is depicted while thinking of his great teacher, Tsongkhapa, who appears above him on a cloud. On the middle right, Khedrubje is making an offering to Tsongkhapa. On the lower right, Khedrubje is seated while editing a manuscript.",56,khedrupje.jpg,khedrupje_thumb.jpg,342,2016-09-08 14:51:37,342,2016-09-08 14:55:11,5,0,,,Collection of Shelley and Donald Rubin,Collection of Shelley and Donald Rubin,Collection of Shelley and Donald Rubin,,,,painting,73,27,
74,Third Karmapa and Lineage Masters,A unique image made with ink shows Buddhist masters from multiple traditions. The style is considered unusual and has been associated with the Tenth Karmapa.,65562,thirdkarmapa.jpg,thirdkarmapa_thumb.jpg,342,2016-09-29 13:36:48,342,2020-06-19 15:58:07,5,1,342,2023-01-09 15:05:19,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,73,8; 1; 7,
77,Milarepa,"An eighteenth-century scuplture of Milarepa from Tibet, carved of stone.",700037,milarepa.jpg,milarepa_thumb.jpg,342,2016-12-15 11:51:39,2,2017-01-12 11:25:33,5,1,2,2017-01-12 11:25:33,Rubin Museum of Art,Rubin Museum of Art,Rubin Museum of Art,https://collection.rubinmuseum.org/objects/291/the-demoness-of-tibet,,,sculpture,69,8,
78,The Eighth Tatsak,A nineteenth-century painting from Tibet of the Eighth Tatsak with prominent Geluk figures.,65916,kundeling.jpg,kundeling_thumb.jpg,342,2016-12-15 12:07:48,342,2017-08-24 18:26:25,5,1,342,2017-08-24 18:26:33,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,73,27,
79,Surkhang Wangchen Gelek with Dekyi Lhaze,Surkhang Wangchen Gelek with wife Dekyi Lhaze and daughter in Lhasa city with the Potala Palace in the background. The photo was taken by Heinrich Harrer.,,photo (14).JPG,photo (14)_thumb.JPG,343,2016-12-15 17:39:51,343,2016-12-15 17:41:32,5,1,343,2016-12-15 17:43:23,,"Yuthok, Dorje Yudon. 1995. House of the Turquoise Roof. United Kingdom: Shambhala.","Yuthok, Dorje Yudon. 1995. House of the Turquoise Roof. United Kingdom: Shambhala.",,,,photograph,,,
80,Rigdzin Kunzang Sherab,"An eighteenth-century painting of Rigdzin Kunzang Sherab, the founder of Pelyul monastery, surrounded by deities and Nyingma masters.",777,rigdzinkunzangsherab.jpg,rigdzinkunzangsherab_thumb.jpg,342,2017-01-30 10:22:22,342,2017-01-30 11:14:03,5,0,,,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,69,1,
81,Shakyamuni Buddha,The central figure of Shakyamuni Buddha is shown with Tsongkhapa and primary disciples in the upper left corner. Below are protector deities.,39,tsongkhapa.jpg,tsongkhapa_thumb.jpg,342,2017-02-01 12:48:45,342,2017-02-01 12:55:30,5,0,,,Rubin Museum of Art,Rubin Museum of Art,Rubin Museum of Art,https://collection.rubinmuseum.org/objects/291/the-demoness-of-tibet,,,painting,69,27,
82,Machik Labdron,This nineteenth-century painting depicts Machik Labdron with tantric deities and mahasiddhas.,619,machik.jpg,machik_thumb.jpg,342,2017-02-03 11:23:20,342,2017-02-03 11:42:58,5,1,342,2017-02-03 11:42:58,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,73,8,
83,Padmasambhava with Jigme Lingpa and Disciples,This eighteenth-century painting depicts Padmasambhava as a monk surrounded by several disciples and Jigme Lingpa above his head.,12,padmasambhava-disciples.jpg,padmasambhava-disciples_thumb.jpg,342,2017-02-10 10:41:21,342,2020-04-30 19:22:51,5,1,342,2020-04-30 19:22:51,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,69,1,
84,Mahakala with Four Hands,"The central figure of Mahakala is depicted with historical figures including Nāgārjuna and Ga Lotsāwa, as well as masters of the Drukpa Kagyu lineage.",453,mahakala-drukpa.jpg,mahakala-drukpa_thumb.jpg,342,2017-03-22 11:54:14,342,2017-03-22 12:26:37,5,1,342,2017-03-22 12:26:37,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,69,40,
85,Three Sisters,The Three Sisters were Indian deities brought into the Tibetan pantheon initially in the eleventh century by the Sakya translator Bari Lotsawa Rinchen Drak and later through treasure revelation.,1047,01047.JPG,01047_thumb.JPG,2,2017-06-13 10:10:32,342,2017-06-13 12:12:00,5,1,2,2017-06-13 10:20:17,Collection of Shelley and Donald Rubin,,Collection of Shelley and Donald Rubin,,,,painting,73,1,
87,Group of Tibetan Army Officers,"A group of Tibetan army officers with Tsarong Dasang Damdul seated in the center. The photo was likely taken in Lhasa. Tsarong, a commoner who rose to become commander-in-chief, created the first modern Tibetan army.",,photo (22).JPG,photo (22)_thumb.JPG,343,2017-06-15 17:08:36,343,2017-06-15 17:12:24,5,1,342,2023-03-11 22:16:23,,"Taring, Rinchen Dolma. 1986. Daughter of Tibet. United Kingdom: Wisdom Publications.","Taring, Rinchen Dolma. 1986. Daughter of Tibet. United Kingdom: Wisdom Publications.",,,,photograph,78,,
88,Taring Women,"Taring Rinchen Dolma with her mother-in-law Rani Taring and her sister-in-law Kalden Wangmo. Raja Taring, Tsodrak Namgyal, of Sikkim, fled to Tibet in 1892 when the British Army entered Gangtok. He remained in Tibet, living at Taring estate near Gyantse, and later abdicating the Sikkim throne. His sons entered Tibetan government service.",,photo (23).JPG,photo (23)_thumb.JPG,343,2017-06-16 15:06:40,343,2017-06-16 15:10:15,5,1,343,2017-06-16 15:32:12,,"Taring, Rinchen Dolma. 1986. Daughter of Tibet. United Kingdom: Wisdom Publications.","Taring, Rinchen Dolma. 1986. Daughter of Tibet. United Kingdom: Wisdom Publications.",,,,photograph,78,,
89,Go Lotsawa Khukpa Lhetse,"The important translator Go Khukpa Lhetse is the central figure of this nineteenth-century painting, with Atiśa depicted above.",71925,khukpa-lhetse.jpg,khukpa-lhetse_thumb.jpg,342,2017-08-22 12:00:11,342,2017-08-22 12:02:52,5,1,342,2017-08-22 12:02:52,"Tibet House Museum, New Delhi",,,,,,painting,73,27,
90,Do Khyentse Yeshe Dorje,This nineteenth-century painting depicts the central figure of Do Khyentse Yeshe Dorje with previous Nyingma masters above.,300,do-khyentse.jpg,do-khyentse_thumb.jpg,342,2017-08-22 12:19:51,342,2017-08-22 12:23:15,5,0,,,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,73,1,
91,Śākyamuni Buddha with Geluk Masters,"This eighteenth-century painting depicts Śākyamuni Buddha with primordial buddha Vajradhara, bodhisattvas Maitreya and Mañjuśrī, and multiple Geluk masters.",309,shakyamuni.jpg,shakyamuni_thumb.jpg,342,2017-08-22 12:35:48,2,2024-01-25 21:20:27,5,1,342,2018-11-04 14:24:05,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,69,27,
93,Pema Karpo,"This nineteenth-century painting from Bhutan shows Pema Karpo surrounded by deities and Buddhist masters Marpa, Milarepa, and Marpa. The primordial buddha Vajradhara is pictured above the central figure.",615,pemakarpo.jpg,pemakarpo_thumb.jpg,342,2017-11-01 16:48:54,342,2017-11-01 16:53:15,5,0,,,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,73,8,
94,Sachen Kunga Nyingpo,"A fifteenth-century painting of Sachen Kunga Nyingpo, the Third Sakya Trizin and son of Khon Konchok Gyelpo.",944,sachen.jpg,sachen_thumb.jpg,342,2017-11-02 15:12:22,342,2017-11-02 15:13:19,5,0,,,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,57,7,
95,Avalokiteśvara Jinasagara with Kagyu Masters,"Avalokiteśvara Jinasagara is depicted at center with meditation deities immediately surrounding: Hayagrīva (left), Guhyajñāna (right), Siddharajni (center top), Mahākāla (center bottom). On the uppermost level is Milarepa on the left, Marpa in the center, and Gampopa on the right.",696,avalokiteshvara.jpg,avalokiteshvara_thumb.jpg,342,2018-01-16 15:39:56,342,2018-01-18 15:59:00,5,1,342,2020-02-12 16:08:50,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,73,8,
97,Padmasambhava as Pema Jungne,A nineteenth-century painting of Padmasambhava as Pema Jungne depicts his disciple Sokpo Pelgyi Yeshe in the lower left corner.,65094,65094.jpg,65094_thumb.jpg,342,2018-01-24 19:17:30,342,,5,1,342,2018-12-20 19:02:52,Rubin Museum of Art,Rubin Museum of Art,Rubin Museum of Art,https://collection.rubinmuseum.org/objects/291/the-demoness-of-tibet,,,painting,73,1,
98,Padmasambhava as Sengge Dradok,This Nyingma painting of Padmasambhava as Sengge Dradok shows Yeshe Tsogyel in the lower right corner.,633,Padmasambhava-Sengge-Dradok.jpg,Padmasambhava-Sengge-Dradok_thumb.jpg,342,2018-02-01 19:44:56,342,2018-02-01 19:47:32,5,0,,,Rubin Museum of Art,Rubin Museum of Art,Rubin Museum of Art,https://collection.rubinmuseum.org/objects/187,,,painting,69,1,
99,Jatson Nyingpo,Nineteenth-century painting of Jatson Nyingpo from eastern Tibet depicts the prolific treasure revealer wearing monks robes.,1035,jatson-nyingpo.jpg,jatson-nyingpo_thumb.jpg,342,2018-02-02 16:10:05,342,2018-02-02 16:10:49,5,1,342,2018-02-10 21:07:27,Rubin Museum of Art,Rubin Museum of Art,Rubin Museum of Art,https://collection.rubinmuseum.org/objects/862/jatson-nyingpo-15851656,,,painting,73,1,
100,Machik Labdron,Nineteenth-century painting of Machik Labdron as a wisdom dakini.,57037,machig-57037.jpg,machig-57037_thumb.jpg,342,2018-03-12 15:33:16,342,2018-03-12 16:34:35,5,1,342,2018-03-12 16:34:35,Rubin Museum of Art,Rubin Museum of Art,Rubin Museum of Art,https://collection.rubinmuseum.org/objects/2213/machik-labdron-10551153,,,painting,73,8,
101,Machik Labdron and Chod Refuge Field,Mid-twentieth-century painting of Machik Labdron and the Chod refuge field displaying teachers and deities.,223,machik-field.jpg,machik-field_thumb.jpg,342,2018-03-12 19:44:54,342,2018-03-13 17:18:36,5,0,,,Rubin Museum of Art,Rubin Museum of Art,Rubin Museum of Art,https://collection.rubinmuseum.org/objects/1398/refuge-field-with-machik-labdron-10551153,,,painting,79,37,
102,Padmasambhava - Guru Drakpo,"This twentieth-century painting depicts Padmasambhava in wrathful form as Guru Drakpo, in the treasure tradition of Padmasambhava biographer Nyangrel Nyima Wozer.",9,padmasambhava-guru-drakpo.jpg,padmasambhava-guru-drakpo_thumb.jpg,342,2018-10-30 16:15:08,342,2018-10-30 16:40:20,5,0,,,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,,1,
103,Namkhai Nyingpo,"Namkhai Nyingpo, one of the twenty-five disciples of Padmasambhava, is depicted with long-life ritual implements. Other details of this nineteenth-century painting from Kham suggest a elements from Jamgon Kongtrul's story of Namkhai Nyingpo and Dorje Tso.",678,namkhai-nyingpo.jpg,namkhai-nyingpo_thumb.jpg,342,2019-01-09 15:26:57,342,2019-01-09 16:02:47,5,1,342,2019-01-09 16:02:47,Rubin Museum of Art,Rubin Museum of Art,Rubin Museum of Art,https://collection.rubinmuseum.org/objects/1418/namkhai-nyingpo-8th9th-century-performing-a-longlife-rit,,,painting,73,1,
104,Avalokiteśvara,"Ivory sculpture of Avalokiteśvara attributed to the Tenth Karmapa, Choying Dorje, dated to 1647/1648 or 1658.",31668,Karmapa-10-Avalokiteshvara.jpg,Karmapa-10-Avalokiteshvara_thumb.jpg,342,2019-01-24 20:50:22,342,2019-01-24 21:21:30,5,1,342,2019-01-28 22:51:45,Cleveland Museum of Art,Cleveland Museum of Art,Cleveland Museum of Art,https://clevelandart.org/art/1968.280,"Tenth Karmapa, Choying Dorje",2662,sculpture,65,8,
105,Pehar Gyelpo,The protector deity Pehar Gyelpo is depicted with three Geluk masters above.,213,pehar.jpg,pehar_thumb.jpg,342,2019-02-01 18:43:45,342,2019-02-01 18:52:41,5,1,342,2019-02-01 18:52:41,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,73,27,
107,Bodhisattva with Atisa and Dromton,"This eighteenth-century painting of a bodhisattva depicts Atiśa and Kadam founder Dromton on the top (left and right). Tara and Jambala are pictured along the bottom. Dromton is considered an emanation of Padmapani Avalokiteśvara, who is the central figure in this image according to some sources. However, the presence of a sword and book suggests that the central figure is Mañjuśrī.",59247,1997.305_print.jpg,1997.305_print_thumb.jpg,342,2019-04-23 18:26:17,342,2019-04-24 14:16:18,5,1,342,2019-04-24 14:16:18,Cleveland Museum of Art,Cleveland Museum of Art,Cleveland Museum of Art,https://www.clevelandart.org/art/1997.305,,,painting,70,4,
108,Atiśa,This painting of Atiśa is from the early to mid twelfth century and features extensive inscriptions on the reverse side.,,atisa.jpg,atisa_thumb.jpg,342,2019-05-02 14:58:50,342,2019-05-02 15:48:11,5,1,342,2019-06-04 15:38:55,The Metropolitan Museum of Art,The Metropolitan Museum of Art,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/38006,,,painting,45,4,
109,Preaching Śākyamuni,This prayer card dating to around the year 1000 is from Toling in Western Tibet. It depicts Śākyamuni Buddha in a preaching posture.,59217,2000.67_print.jpg,2000.67_print_thumb.jpg,342,2019-11-15 16:01:02,342,2019-11-15 16:08:18,5,0,,,Cleveland Museum of Art,Cleveland Museum of Art,Cleveland Museum of Art,https://www.clevelandart.org/art/2000.67,,,painting,41,4,352
110,Lhalungpas in Delhi,"This undated photograph (collection of Samphe Lhalungpa) shows Jigme Rigden Lhalungpa, Lobsang Phuntsok Lhalungpa, Sogyal Rinpoche, Diki Lhalungpa, E. Gene Smith and Harold Talbott.",,Lhalungpas-Gene-Smith-Delhi.jpg,Lhalungpas-Gene-Smith-Delhi_thumb.jpg,342,2019-12-09 13:35:44,342,2021-02-16 16:45:13,5,1,342,2021-04-14 21:36:50,,,,,,,photograph,79,,
114,Letter from Tibetan Exile Government to Lobsang Phuntsok Lhalungpa,This letter from the Tibetan Government in Exile documents Lobsang Phuntsok Lhalungpa's role in cultural preservation activities of the early exile government.,,HHDL Letter Lhalungpa.jpg,HHDL Letter Lhalungpa_thumb.jpg,342,2019-12-10 17:56:47,342,2019-12-17 14:44:15,5,1,342,2019-12-17 14:44:15,Estate of Lobsang P. Lhalungpa,,Estate of Lobsang P. Lhalungpa,,,,document,79,,
115,Letter from St. Joseph's College to Lobsang Phuntsok Lhalungpa,A letter certifying Lobsang Phunstok Lhalungpa's employment and exemplary service as a teacher at St. Joseph's College in Darjeeling.,,St. Josephs Letter to Lhalungpa.jpg,St. Josephs Letter to Lhalungpa_thumb.jpg,342,2019-12-10 18:35:14,342,2019-12-10 18:42:09,5,1,342,2019-12-10 18:42:09,Estate of Lobsang P. Lhalungpa,,Estate of Lobsang P. Lhalungpa,,,,document,79,,
116,Receipt from Lobsang P. Lhalungpa to Sakya Trizin,"A receipt dated September 9, 1965 documenting the dispersal of funds to the Sakya Trizin and the Sakya Settlement at Dehra Dun, by Lobsang P. Lhalungpa on behalf of the Tibet Society of United Kingdom.",,Sakya Settlement Receipt.jpg,Sakya Settlement Receipt_thumb.jpg,342,2019-12-17 14:32:07,342,2019-12-17 14:42:34,5,1,342,2019-12-17 14:42:34,Estate of Lobsang P. Lhalungpa,,Estate of Lobsang P. Lhalungpa,,,,document,75,,
117,Receipt from Lobsang P. Lhalungpa to Tibetan Bonpo Foundation,A receipt dated from 1965 documenting the dispersal of funds to the Tibet Bonpo Foundation by Lobsang P. Lhalungpa on behalf of the Tibet Society of United Kingdom. The Tibet Bonpo Foundation was registered at the Lhalungpa residence in Delhi.,,Bonpo Foundation Receipt.jpg,Bonpo Foundation Receipt_thumb.jpg,342,2019-12-17 14:41:44,342,2019-12-17 14:42:19,5,0,,,,,,,,,document,75,,
118,Vajrakila,This eighteenth-century painting of Vajrakila depicts Sakya masters on either side of Vajrasattva.,90907,vajrakila.jpg,vajrakila_thumb.jpg,342,2020-05-15 16:26:57,342,2020-05-15 16:28:36,5,1,342,2021-04-14 22:39:17,,"Tucci, Giuseppe. 1980. Tibetan Painted Scrolls. Japan: Rinsen Book.","Tucci, Giuseppe. 1980. Tibetan Painted Scrolls. Japan: Rinsen Book.",,,,painting,69,1; 7,
119,Avalokiteśvara,"This sixteenth-century thangka of Avalokiteśvara depicts the Tsembu teaching lineage, named for Tsembupa, one of the five great systems of Avalokiteśvara practice in Tibet. This system is well preserved in Geluk and Sakya traditions.",86433,avalokitshvara-tsebumluk.jpg,avalokitshvara-tsebumluk_thumb.jpg,342,2020-07-21 16:49:38,2,2020-12-08 14:50:52,5,1,2,2020-12-08 14:50:52,The Metropolitan Museum of Art,"Trungpa, Chögyam. 1975. Visual Dharma: The Buddhist Art of Tibet. United Kingdom: Shambhala Publications.","Trungpa, Chögyam. 1975. Visual Dharma: The Buddhist Art of Tibet. United Kingdom: Shambhala Publications.",https://www.metmuseum.org/art/collection/search/37800,,,painting,61,7,
120,"Gyelrong Gyelpo, Tseten Zhabdrung, Meu Gyelpo","Gyelrong Choktse Gyelpo, Tseten Zhabdrung and Meu Gyalpo photographed at the White Stupa in Beijing.",,meu-gyalpo-tsetan-zhabdrung.jpg,meu-gyalpo-tsetan-zhabdrung_thumb.jpg,342,2020-08-24 16:41:37,2,2020-08-25 13:35:43,5,1,342,2020-08-24 23:53:52,,,,,,,photograph,79,,
121,Resistance fighters at Kalsang Phug,Tibetan resistance fighters at Kalsang Phug HQ in 1966.,,Mustang leaders (medium-res).jpg,Mustang leaders (medium-res)_thumb.jpg,2,2021-07-01 18:54:13,2,2021-07-01 18:54:13,5,0,,,,Tenzing Sonam,Tenzing Sonam,,,,photograph,77,,
122,Officials at Hastings House,"Officials at Hastings House in Calcutta, 1910.",,Hastings_House_Calcutta_1910.jpg,Hastings_House_Calcutta_1910_thumb.jpg,342,2022-09-07 18:44:29,342,2022-09-07 18:52:51,5,0,,,World Museum Liverpool,World Museum Liverpool,World Museum Liverpool,https://www.liverpoolmuseums.org.uk/artifact/tibetan-delegation-hastings-house-calcutta,Charles Bell,,photograph,78,,
123,Panchen Lama and Bakula Rinpoche,"Panchen Lama and Bakula Rinpoche photograped in Kathmandu, Nepal, 1986.",,bakula-panchen-ktm-1986.jpg,bakula-panchen-ktm-1986_thumb.jpg,342,2022-09-07 19:02:08,342,2022-09-07 19:07:12,5,1,342,2022-09-07 19:07:12,,Sonam Wangchuk Shakspo,Sonam Wangchuk Shakspo,,,,photograph,80,27,
124,Tsarong Dasang Damdul and Tsarong Pema Dolkar,"Dasang Damdul Tsarong and his wife Pema Dolkar during Losar, 1937.",,tsarongs-losar-1937.jpg,tsarongs-losar-1937_thumb.jpg,342,2022-09-07 19:16:34,342,2022-09-07 19:18:23,5,0,,,The Pitt Rivers Museum,"The Tibet Album. ""Tsarong and Pema Dolkar at home at New Year"" 05 Dec. 2006. The Pitt Rivers Museum.","The Tibet Album. ""Tsarong and Pema Dolkar at home at New Year"" 05 Dec. 2006. The Pitt Rivers Museum.",https://tibet.prm.ox.ac.uk/photo_1998.131.473.2.html,Frederick Spencer Chapman,,photograph,78,,
125,Derge King Dorje Sengge with family,Members of the Royal Family of Derge led by Dorje Sengge,,Sheltonpage299.jpg,Sheltonpage299_thumb.jpg,342,2022-09-07 19:43:18,342,2022-09-07 19:48:10,5,0,,,,"Shelton, AL. 1921. ""Life Among the People of Eastern Tibet. National Geographic, vol. 40, no. 3, pp. 294-326.","Shelton, AL. 1921. ""Life Among the People of Eastern Tibet. National Geographic, vol. 40, no. 3, pp. 294-326.",https://www.nationalgeographic.com/photo-of-the-day/media-spotlight/tibet-king-china-history,A.L. Shelton,,photograph,78,,
126,Sixteenth Karmapa Rangjung Rigpai Dorje,This twentieth-century painting of the Sixteenth Karmapa depicts Shakyamuni Buddha in the upper register and Kagyu masters below.,858,Sixteenth-Karmapa.jpg,Sixteenth-Karmapa_thumb.jpg,342,2023-01-10 15:28:27,342,2023-01-11 17:47:58,5,0,,,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,77,8,
127,Panchen Lama Lobzang Chokyi Gyeltsen,"Lobzang Chokyi Gyeltsen, the first person to hold the title of Paṇchen Lama, is pictured in this eighteenth-century painting, with Maitreya to the right enveloped in a rainbow. The upper left depicts Cakrasaṃvara and to the right is Paṇchen Lama's teacher Khedrub Sanggye Yeshe. The lower left shows Vaiśravaṇa, with Begtse Chen to the right.",477,PanchenLama.jpg,PanchenLama_thumb.jpg,342,2023-01-18 15:28:52,342,2023-01-18 15:41:24,5,1,342,2023-01-18 15:41:24,Rubin Museum of Art,Rubin Museum of Art,Rubin Museum of Art,https://collection.rubinmuseum.org/objects/1360/first-panchen-lama-lobzang-chokyi-gyaltsen-15701662af,,,painting,69,27,
128,Tseten Zhabdrung and Sungrab Gyatso,"An unidentified person, Tseten Zhabdrung, Sungrab Gyatso (left to right)",,tsetenzhabdrung-subgrabgyatso.jpg,tsetenzhabdrung-subgrabgyatso_thumb.jpg,342,2023-05-25 15:43:21,342,2023-05-25 15:47:43,5,0,,,,,,,,,photograph,80,,
130,"Lama Gyurdrak, LP Lhalungpa, Canadian Commissioner and Family","Lobsang Phuntsok Lhalungpa photographed with Canadian High Commisioner James George and family, Delhi, late 1960's.",,georges-lhalungpa-gyurdrak.jpg,georges-lhalungpa-gyurdrak_thumb.jpg,342,2024-01-09 22:51:19,342,2024-01-09 22:53:11,5,0,,,,,,,,,photograph,77,,
131,Barawa Kagyu Refuge Field,This nineteenth-century painting (likely made after 1829) from Drumpa Monastery in southern Tibet near the border of Bhutan depicts the Mountain Dharma Trilogy transmission of Yanggonpa. The painting portrays Kagyu masters including lineages of the Barawa subsect of the Drukpa Kagyu. Annotations and analysis courtesy of Dr. Marlene Erschbamer.,98406,barawa-refuge-field.jpg,barawa-refuge-field_thumb.jpg,342,2024-01-25 23:06:48,2,2024-01-30 15:45:03,5,1,342,2024-07-24 17:48:21,,"Visual Dharma: The Buddhist Art of Tibet by Chogyam Trungpa. United Kingdom: Shambhala, 1975.","Visual Dharma: The Buddhist Art of Tibet by Chogyam Trungpa. United Kingdom: Shambhala, 1975.",,,,painting,74,77,1694
132,Avalokiteśvara Sāhasrabhujalokeśvara,Avalokiteśvara with one thousand hands and eleven faces in the nyungne tradition of Gelongma Pelmo with Geluk lineage teachers of Tashilhunpo Monastery.,40,AvalokitesvaraHAR40.jpeg,AvalokitesvaraHAR40_thumb.jpeg,2,2024-02-06 21:34:56,2,2024-02-07 17:07:33,5,1,2,2024-06-03 13:17:47,Rubin Museum of Art,,Rubin Museum of Art,,,,painting,77,,
133,Tibetan Primer,"1962 Tibetan Primer written by Lobsang Phuntsok Lhalungpa on behalf of the Fourteenth Dalai Lama in collaboration with Khendrung Tubten Norzang, Dzeme Rinpoche, Dudjom Rinpoche, Thartse Khen Rinpoche, Rato Kyongla Rinpoche, and published by Kundeling Woser Gyeltsen.",,tibetan-primer.jpg,tibetan-primer_thumb.jpg,342,2024-02-09 18:19:29,342,2024-02-15 14:06:05,5,1,342,2024-02-15 14:06:05,Estate of Lobsang P. Lhalungpa,,Estate of Lobsang P. Lhalungpa,,,,document,79,,
134,Dudjom Rinpoche with lamas in Kalimpong,Dudjom Rinpoche with lamas in Kalimpong,,DudjomRinpocheKalimpong.jpg,DudjomRinpocheKalimpong_thumb.jpg,2,2024-02-13 20:25:13,2,2024-02-13 20:46:28,5,0,,,,,,,,,photograph,77,,
136,Rahula and Retinue,"Rahula, wrathful protector of the the treasure tradition, is depicted with various masters in a nineteenth-century painting from Kham.",65864,rahula.jpg,rahula_thumb.jpg,342,2024-04-08 13:32:58,342,2024-04-08 16:49:12,5,1,733,2024-05-25 19:35:12,Rubin Museum of Art,Rubin Museum of Art,Rubin Museum of Art,https://collection.rubinmuseum.org/objects/1471/rahula-and-his-assembly,,,painting,73,1,
