painting_map_id,coordinates,tol_place_id,default_name,wylie_name,person_id,biography_id,painting_id,create_date,last_modified_user_id,last_modified_date
229,"231,13,297,78",,"Tara, Green","Tara, Green",,,10,2011-07-24 23:21:08,1,2011-07-24 23:21:08
230,"369,12,432,77",,Indian Teacher,Indian Teacher,,,10,2011-07-24 23:21:08,1,2011-07-24 23:21:08
231,"96,12,157,76",,Drokmi Śākya Yeshe,brog mi shAkya ye shes,5615,,10,2011-07-24 23:21:08,1,2011-07-24 23:21:08
232,"434,12,502,78",,"Amoghavajra (?), Indian Teacher","Amoghavajra (?), Indian Teacher",,,10,2011-07-24 23:21:08,1,2011-07-24 23:21:08
233,"158,12,229,81",,Indian Teacher,Indian Teacher,,,10,2011-07-24 23:21:08,1,2011-07-24 23:21:08
234,"505,12,571,78",,Tibetan Teacher,Tibetan Teacher,,,10,2011-07-24 23:21:09,1,2011-07-24 23:21:09
235,"30,12,92,76",,Tibetan Teacher,Tibetan Teacher,,,10,2011-07-24 23:21:09,1,2011-07-24 23:21:09
236,"574,12,637,80",,Sachen Kunga Nyingpo,sa chen kun dga' snying po,2916,,10,2011-07-24 23:21:09,1,2011-07-24 23:21:09
237,"31,80,94,149",,Sonam Tsemo,bsod nams rtse mo,2919,,10,2011-07-24 23:21:09,1,2011-07-24 23:21:09
238,"573,88,633,157",,Drakpa Gyeltsen,grags pa rgyal mtshan,2915,,10,2011-07-24 23:21:09,1,2011-07-24 23:21:09
239,"30,153,85,229",,Sakya Paṇḍita Kunga Gyeltsen,sa skya paN+Dita kun dga' rgyal mtshan,2137,,10,2011-07-24 23:21:09,1,2011-07-24 23:21:09
240,"571,161,635,232",,Pakpa Lodro Gyeltsen,phags pa blo gros rgyal mtshan,2051,,10,2011-07-24 23:21:10,1,2011-07-24 23:21:10
241,"25,231,81,313",,Zhangton Konchok Pel,zhang ston dkon mchog dpal,2203,,10,2011-07-24 23:21:10,1,2011-07-24 23:21:10
242,"580,237,633,314",,Naza Drakpukpa Sonam Pel,na bza' brag phug pa bsod nams dpal,5406,,10,2011-07-24 23:21:10,1,2011-07-24 23:21:10
243,"24,317,82,403",,Lama Dampa Sonam Gyeltsen,bla ma dam pa bsod nams rgyal mtshan,2491,,10,2011-07-24 23:21:10,1,2011-07-24 23:21:10
244,"579,327,633,410",,Pelden Tsultrim,dpal ldan tshul khrims,7512,,10,2011-07-24 23:21:10,1,2011-07-24 23:21:10
245,"23,407,80,494",,(No inscription),(No inscription),,,10,2011-07-24 23:21:10,1,2011-07-24 23:21:10
246,"573,415,636,493",,Ngorchen Kunga Zangpo,ngor chen kun dga' bzang po,2387,,10,2011-07-24 23:21:11,1,2011-07-24 23:21:11
247,"19,495,80,569",,"Jambhala, Black (?)","Jambhala, Black (?)",,,10,2011-07-24 23:21:11,1,2011-07-24 23:21:11
248,"568,496,631,570",,Humkara (?),Humkara (?),,,10,2011-07-24 23:21:11,1,2011-07-24 23:21:11
249,"19,570,80,639",,"Achala, Blue","Achala, Blue",,,10,2011-07-24 23:21:11,1,2011-07-24 23:21:11
250,"568,571,629,642",,"Achala, White","Achala, White",,,10,2011-07-24 23:21:11,1,2011-07-24 23:21:11
251,"16,642,77,709",,"Devi, Yellow","Devi, Yellow",,,10,2011-07-24 23:21:11,1,2011-07-24 23:21:11
252,"82,644,130,710",,"Devi, White","Devi, White",,,10,2011-07-24 23:21:12,1,2011-07-24 23:21:12
253,"144,644,204,710",,"Devi, Yellow","Devi, Yellow",,,10,2011-07-24 23:21:12,1,2011-07-24 23:21:12
254,"205,645,262,713",,"Devi, Blue","Devi, Blue",,,10,2011-07-24 23:21:12,1,2011-07-24 23:21:12
255,"265,645,323,713",,"Devi, Yellow","Devi, Yellow",,,10,2011-07-24 23:21:12,1,2011-07-24 23:21:12
256,"325,645,382,713",,"Devi, Yellow","Devi, Yellow",,,10,2011-07-24 23:21:12,1,2011-07-24 23:21:12
257,"385,645,442,713",,"Devi, Blue","Devi, Blue",,,10,2011-07-24 23:21:12,1,2011-07-24 23:21:12
258,"444,645,502,713",,"Devi, Maroon","Devi, Maroon",,,10,2011-07-24 23:21:13,1,2011-07-24 23:21:13
259,"505,645,560,713",,"Devi, White","Devi, White",,,10,2011-07-24 23:21:13,1,2011-07-24 23:21:13
260,"568,644,629,714",,"Devi, Blue","Devi, Blue",,,10,2011-07-24 23:21:13,1,2011-07-24 23:21:13
262,"215,131,442,509",,Buddhaśrī,sangs rgyas dpal,5626,,8,2011-07-24 23:23:01,1,2011-07-24 23:23:01
263,"47,50,483,608",,"The Ninth Ngor Khenchen, Lhachok Sengge",ngor mkhan chen 09 lha mchog seng+ge,4217,,9,2011-07-24 23:24:07,1,2011-07-24 23:24:07
264,"95,234,304,546",,Ngorchen Kunga Zangpo,ngor chen kun dga' bzang po,2387,,7,2011-07-24 23:25:26,1,2011-07-24 23:25:26
265,"366,234,567,546",,Muchen Sempa Chenpo Konchok Gyeltsen,mus chen sems dpa' chen po dkon mchog rgyal mtshan,1898,,7,2011-07-24 23:25:26,1,2011-07-24 23:25:26
266,"240,124,441,567",,Ngorchen Kunga Zangpo,ngor chen kun dga' bzang po,2387,,6,2011-07-24 23:27:13,1,2011-07-24 23:27:13
267,"162,7,221,74",,Sachen Kunga Nyingpo,sa chen kun dga' snying po,2916,,6,2011-07-24 23:27:13,1,2011-07-24 23:27:13
268,"228,7,293,74",,Sonam Tsemo,bsod nams rtse mo,2919,,6,2011-07-24 23:27:13,1,2011-07-24 23:27:13
269,"386,7,449,74",,Drakpa Gyeltsen,grags pa rgyal mtshan,2915,,6,2011-07-24 23:27:14,1,2011-07-24 23:27:14
270,"453,5,518,74",,Sakya Paṇḍita Kunga Gyeltsen,sa skya paN+Dita kun dga' rgyal mtshan,2137,,6,2011-07-24 23:27:14,1,2011-07-24 23:27:14
271,"525,6,589,74",,Pakpa Lodro Gyeltsen,phags pa blo gros rgyal mtshan,2051,,6,2011-07-24 23:27:14,1,2011-07-24 23:27:14
272,"207,153,457,470",,Sachen Kunga Nyingpo,sa chen kun dga' snying po,2916,,5,2011-07-24 23:28:21,1,2011-07-24 23:28:21
273,"85,299,195,449",,Sonam Tsemo,bsod nams rtse mo,2919,,5,2011-07-24 23:28:21,1,2011-07-24 23:28:21
274,"473,289,581,452",,Drakpa Gyeltsen,grags pa rgyal mtshan,2915,,5,2011-07-24 23:28:21,1,2011-07-24 23:28:21
275,"337,355,146,151",,Pakmodrupa Dorje Gyelpo,phag mo gru pa rdo rje rgyal po,2539,,19,2011-07-25 21:45:26,2,2011-07-25 21:45:26
276,"528,353,351,147",,Taklungtangpa Tashi Pel,stag lung thang pa bkra shis dpal,4368,,19,2011-07-25 21:45:46,2,2011-07-25 21:45:46
277,"352,543,149,347",,Vairocanavajra,bai ro tsa na ba dz+ra,13066,,19,2011-07-25 21:46:15,2,2011-07-25 21:46:15
278,"530,538,350,348",,Padampa Sanggye,pha dam pa sangs rgyas,2510,,19,2011-07-25 21:46:35,2,2011-07-25 21:46:35
279,"532,711,357,535",,"The First Karmapa, Dusum Khyenpa",karma pa 01 dus gsum mkhyen pa,2683,,19,2011-07-25 21:46:57,2,2011-07-25 21:46:57
280,"643,289,530,152",,Nagarjuna,,,,19,2011-07-25 21:47:44,2,2011-07-25 21:56:14
281,"151,435,35,287",,Dombipa,,,,19,2011-07-25 21:48:02,2,2011-07-25 21:55:21
282,"656,444,531,290",,Luyipa,,,,19,2011-07-25 21:48:16,2,2011-07-25 21:56:03
283,"152,572,35,423",,Saraha,,,,19,2011-07-25 21:48:36,2,2011-07-25 21:48:36
284,"652,607,533,444",,Ghantapa,,,,19,2011-07-25 21:48:50,2,2011-07-25 21:55:57
285,"149,706,37,573",,Kukkuripa,,,,19,2011-07-25 21:49:06,2,2011-07-25 21:49:06
286,"652,710,536,601",,Padmavajra,,,,19,2011-07-25 21:49:26,2,2011-07-25 21:49:26
287,"130,151,27,37",,Shakyamuni Buddha,,,,19,2011-07-25 21:49:43,2,2011-07-25 21:54:54
288,"226,147,126,38",,Vajradhara,,,,19,2011-07-25 21:49:57,2,2011-07-25 21:49:57
289,"313,149,222,38",,Ratnamati,,,,19,2011-07-25 21:50:17,2,2011-07-25 21:50:17
290,"403,145,315,39",,Anandavajra,,,,19,2011-07-25 21:50:31,2,2011-07-25 21:55:06
291,"479,146,391,40",,Anangavajra,,,,19,2011-07-25 21:50:48,2,2011-07-25 21:55:45
292,"560,146,481,41",,Vajrāsana the latter,rdo rje gdan chung ba,6214,,19,2011-07-25 21:51:46,2,2011-07-25 21:51:46
293,"646,145,562,40",,Abhayakaragupta,,,,19,2011-07-25 21:51:54,2,2011-07-25 21:55:30
294,"142,824,37,704",,Padmakaravarma,padmakaravarma,10892,,19,2011-07-25 21:52:19,2,2011-07-25 21:52:19
295,"249,824,145,705",,Sadhuraja,,,,19,2011-07-25 21:52:36,2,2011-07-25 21:52:36
296,"656,829,546,712",,Atiśa Dīpaṃkara,a ti sha dI paM ka ra,5717,,19,2011-07-25 21:52:54,2,2011-07-25 21:52:54
297,"540,597,148,127",,"The Second Karmapa, Karma Pakshi",karma pa 02 karma pak+Shi,2776,,20,2011-07-27 17:26:31,2,2011-07-27 17:34:57
298,"131,124,43,30",,Vajradhara,,,,20,2011-07-27 17:31:18,2,2011-07-27 17:31:18
299,"217,125,137,33",,Tilopa,,,,20,2011-07-27 17:32:00,2,2011-07-27 17:32:00
300,"299,119,215,32",,Naropa,,,,20,2011-07-27 17:32:14,2,2011-07-27 17:32:14
301,"381,123,302,32",,Marpa Chokyi Lodro,mar pa chos kyi blo gros,4354,,20,2011-07-27 17:33:23,2,2011-07-27 17:33:23
302,"459,123,383,34",,Milarepa,mi la ras pa,3178,,20,2011-07-27 17:33:46,2,2011-07-27 17:33:46
303,"546,124,462,31",,Gampopa Sonam Rinchen,sgam po pa bsod nams rin chen,3168,,20,2011-07-27 17:34:07,2,2011-07-27 17:34:07
304,"633,125,548,31",,"The First Karmapa, Dusum Khyenpa",karma pa 01 dus gsum mkhyen pa,2683,,20,2011-07-27 17:34:33,2,2011-07-27 17:34:33
306,"278,112,204,29",,Vajradhara,,,,21,2011-07-27 19:39:10,2,2011-07-27 19:39:10
307,"195,120,119,28",,Tilopa,,,,21,2011-07-27 19:39:20,2,2011-07-27 19:39:20
308,"101,120,25,29",,Naropa,,,,21,2011-07-27 19:39:27,2,2011-07-27 19:39:27
309,"471,115,394,34",,Marpa Chokyi Lodro,mar pa chos kyi blo gros,4354,,21,2011-07-27 19:40:48,2,2011-07-27 19:40:48
310,"567,124,483,30",,Milarepa,mi la ras pa,3178,,21,2011-07-27 19:41:19,2,2011-07-27 19:41:19
311,"655,124,578,31",,Gampopa Sonam Rinchen,sgam po pa bsod nams rin chen,3168,,21,2011-07-27 19:41:46,2,2011-07-27 19:41:46
312,"516,568,150,133",,Taklungtangpa Tashi Pel,stag lung thang pa bkra shis dpal,4368,,21,2011-07-27 19:43:35,2,2011-07-27 19:43:35
313,"377,107,302,33",,Pakmodrupa Dorje Gyelpo,phag mo gru pa rdo rje rgyal po,2539,,21,2011-07-27 19:44:17,2,2011-07-27 19:44:17
315,"352,591,85,180",,Drakpa Gyeltsen,grags pa rgyal mtshan,2915,,23,2011-07-28 15:49:41,2,2011-07-28 15:49:41
316,"606,578,340,177",,Sakya Paṇḍita Kunga Gyeltsen,sa skya paN+Dita kun dga' rgyal mtshan,2137,,23,2011-07-28 15:50:11,2,2011-07-28 15:50:11
317,"88,83,15,10",,Vajrasattva,,,,24,2011-07-28 15:56:47,2,2011-07-28 15:56:47
318,"147,85,84,11",,Aksobhya,,,,24,2011-07-28 15:57:02,2,2011-07-28 15:57:02
319,"188,80,139,18",,Vajradhara,,,,24,2011-07-28 15:57:23,2,2011-07-28 15:57:23
320,"245,80,196,23",,Tilopa,,,,24,2011-07-28 15:57:39,2,2011-07-28 15:57:39
321,"312,77,253,20",,Naropa,,,,24,2011-07-28 15:58:00,2,2011-07-28 15:58:00
322,"367,84,310,24",,Pakmodrupa Dorje Gyelpo,phag mo gru pa rdo rje rgyal po,2539,,24,2011-07-28 15:58:46,2,2011-07-28 15:58:46
323,"425,83,372,22",,Gampopa Sonam Rinchen,sgam po pa bsod nams rin chen,3168,,24,2011-07-28 15:59:28,2,2011-07-28 15:59:28
325,"669,83,604,15",,Medicine Buddha,,,,24,2011-07-28 16:00:49,2,2011-07-28 16:00:49
326,"612,81,554,13",,Shakyamuni Buddha,,,,24,2011-07-28 16:01:03,2,2011-07-28 16:01:03
327,"548,85,489,16",,Marpa Chokyi Lodro,mar pa chos kyi blo gros,4354,,24,2011-07-28 16:01:27,2,2011-07-28 16:01:27
328,"491,85,434,18",,Milarepa,mi la ras pa,3178,,24,2011-07-28 16:01:55,2,2011-07-28 16:01:55
329,"384,171,304,87",,Jikten Gonpo Rinchen Pel,jig rten mgon po rin chen dpal,2899,,24,2011-07-28 16:07:39,2,2011-07-28 16:07:39
330,"662,232,639,188",,Atiśa Dīpaṃkara,a ti sha dI paM ka ra,5717,,24,2011-07-28 16:11:10,2,2011-07-28 16:11:10
331,"620,224,597,184",,Nagarjuna,,,,24,2011-07-28 16:11:26,2,2011-07-28 16:11:26
332,"645,234,617,177",,Shakyamuni Buddha,,,,24,2011-07-28 16:11:45,2,2011-07-28 16:11:45
333,"553,567,120,89",,Pakmodrupa Dorje Gyelpo,phag mo gru pa rdo rje rgyal po,2539,,25,2011-07-29 16:50:39,2,2011-07-29 16:50:39
334,"635,809,46,34",,Padampa Sanggye,pha dam pa sangs rgyas,2510,,26,2011-07-29 17:29:18,2,2011-07-29 17:29:18
345,"389,163,288,31",,Vajradhara,,,,28,2011-08-03 16:16:50,2,2011-08-03 16:16:50
346,"287,154,184,29",,"The Seventh Ngor Khenchen, Konchok Pelwa",ngor mkhan chen 07 dkon mchog 'phel ba,3200,,28,2011-08-03 16:17:15,2,2011-08-03 16:17:15
347,"505,156,389,31",,Dakchen Sherab Gyeltsen,bdag chen shes rab rgyal mtshan,3211,,28,2011-08-03 16:18:38,2,2011-08-03 16:18:38
348,"155,173,28,28",,Jamyang Sherab Rinchen,,,,28,2011-08-03 16:19:02,2,2011-08-03 16:19:02
349,"656,166,542,31",,Drubchen Chakdorwa,,,,28,2011-08-03 16:19:18,2,2011-08-03 16:19:18
350,"258,263,159,148",,Trulzhik Tsultrim Gyeltsen,khrul zhig tshul khrims rgyal mtshan,4543,,28,2011-08-03 16:21:04,2,2011-08-03 16:21:04
351,"512,268,417,154",,Khenchen Kunlowa,,,,28,2011-08-03 16:21:27,2,2011-08-03 16:21:27
352,"127,296,31,173",,Je - - Gewa,,,,28,2011-08-03 16:21:50,2,2011-08-03 16:21:50
353,"650,288,551,161",,Ngakchang - - Pelzang,,,,28,2011-08-03 16:22:28,2,2011-08-03 16:22:28
354,"182,355,90,240",,Shakya Sengge,,,,28,2011-08-03 16:22:50,2,2011-08-03 16:22:50
355,"474,390,584,248",,Yonten Jungne,yon tan 'byung gnas,12547,,28,2011-08-03 16:23:46,2,2011-08-03 16:23:46
356,"29,403,89,306",,Dongkyepa,,,,28,2011-08-03 16:24:11,2,2011-08-03 16:24:11
357,"653,374,582,292",,Serchen Chozangpa,,,,28,2011-08-03 16:24:34,2,2011-08-03 16:24:34
358,"180,541,29,343",,Drakpa Dorje,grags pa rdo rje,1908,,28,2011-08-03 16:25:17,2,2011-08-03 16:25:17
359,"652,535,510,347",,Lowo Khenchen Sonam Lhundrub,glo bo mkhan chen bsod nams lhun grub,10497,,28,2011-08-03 16:25:46,2,2011-08-03 16:25:46
360,"513,596,176,208",,Sakya Lotsāwa Jampai Dorje,sa skya lo tsA ba 'jam pa'i rdo rje,7064,,28,2011-08-03 16:27:08,2,2011-08-03 16:27:08
367,"607,350,558,282",,Machik Labdron,ma cig lab sgron,5644,,29,2011-09-07 0:48:13,2,2011-09-07 0:48:13
370,"457,301,402,228",,Pomdrakpa Sonam Dorje,spom brag pa bsod nams rdo rje,4140,,29,2011-09-07 1:02:18,2,2011-09-07 20:25:27
372,"372,386,302,311",,"The Second Zhamarpa, Kacho Wangpo",zhwa dmar pa 02 mkha' spyod dbang po,2696,,29,2011-09-07 1:07:21,2,2011-09-07 1:07:21
375,"370,204,303,126",,Marpa Chokyi Lodro,mar pa chos kyi blo gros,4354,,29,2011-09-07 20:15:50,2,2011-09-07 20:15:50
376,"368,263,308,192",,"The First Karmapa, Dusum Khyenpa",karma pa 01 dus gsum mkhyen pa,2683,,29,2011-09-07 20:16:35,2,2011-09-07 20:16:35
377,"368,315,309,246",,"The Third Karmapa, Rangjung Dorje",karma pa 03 rang byung rdo rje,9201,,29,2011-09-07 20:17:37,2,2011-09-07 20:17:37
378,"316,251,255,184",,Milarepa,mi la ras pa,3178,,29,2011-09-07 20:18:34,2,2011-09-07 20:18:34
379,"280,294,223,221",,Rechungpa Dorje Drakpa,ras chung pa rdo rje grags pa,6699,,29,2011-09-07 20:20:39,2,2011-09-07 20:20:39
380,"224,317,164,246",,"The Second Karmapa, Karma Pakshi",karma pa 02 karma pak+Shi,2776,,29,2011-09-07 20:21:32,2,2011-09-07 20:21:32
381,"111,339,58,284",,Padampa Sanggye,pha dam pa sangs rgyas,2510,,29,2011-09-07 20:22:19,2,2011-09-07 20:22:19
382,"610,294,560,221",,Atiśa Dīpaṃkara,a ti sha dI paM ka ra,5717,,29,2011-09-07 20:23:05,2,2011-09-07 20:23:05
383,"416,250,360,184",,Gampopa Sonam Rinchen,sgam po pa bsod nams rin chen,3168,,29,2011-09-07 20:26:34,2,2011-09-07 20:26:34
384,"519,318,453,252",,Orgyenpa Rinchen Pel,o rgyan pa rin chen dpal,2733,,29,2011-09-07 20:28:32,2,2011-09-07 20:28:32
385,"317,342,261,267",,Yungton Dorje Pel,g.yung ston rdo rje dpal,2740,,29,2011-09-07 20:36:54,2,2011-09-07 20:36:54
386,"422,339,357,269",,"The Fourth Karmapa, Rolpai Dorje",karma pa 04 rol pa'i rdo rje,2742,,29,2011-09-07 20:38:20,2,2011-09-07 20:38:20
387,"258,356,196,287",,"The Fifth Karmapa, Dezhin Shekpa",karma pa 05 de bzhin gshegs pa,2693,,29,2011-09-07 20:40:02,2,2011-09-07 20:40:02
388,"300,402,240,334",,"The Sixth Karmapa, Tongwa Donden",karma pa 06 mthong ba don ldan,1597,,29,2011-09-07 20:42:59,2,2011-09-07 20:42:59
389,"434,412,374,331",,Jampel Zangpo,jam dpal bzang po,7130,,29,2011-09-07 22:23:35,2,2011-09-07 22:23:35
390,"207,378,148,314",,"The First Gyeltsab, Peljor Dondrub",rgyal tshab 01 dpal 'byor don grub,2661,,29,2011-09-07 22:25:56,2,2011-09-07 22:25:56
391,"527,383,466,311",,"The Seventh Karmapa, Chodrak Gyatso",karma pa 07 chos grags rgya mtsho,10909,,29,2011-09-07 22:28:29,2,2011-09-07 22:28:29
392,"242,424,186,354",,"The First Sanggye Nyenpa, Tashi Peljor",sangs rgyas mnyan pa 01 bkra shis dpal 'byor,1659,,29,2011-09-07 22:31:19,2,2011-09-07 22:31:19
393,"488,429,423,354",,"The Eighth Karmapa, Mikyo Dorje",karma pa 08 mi bskyod rdo rje,6230,,29,2011-09-07 22:32:28,2,2011-09-07 22:32:28
394,"292,105,262,52",,Lawapa,,,,29,2011-09-07 22:37:06,2,2011-09-07 22:37:06
395,"318,100,284,49",,Luipa,,,,29,2011-09-07 22:37:20,2,2011-09-07 22:37:20
396,"283,150,241,91",,Kukkuripa,,,,29,2011-09-07 22:38:59,2,2011-09-07 22:38:59
397,"276,159,323,96",,Tilopa,,,,29,2011-09-07 22:39:22,2,2011-09-07 22:39:22
398,"418,102,381,55",,Indrabhuti,,,,29,2011-09-07 22:39:35,2,2011-09-07 22:39:35
399,"396,154,356,100",,Naropa,,,,29,2011-09-07 22:39:52,2,2011-09-07 22:39:52
400,"442,156,383,93",,Dombhi Heruka,,,,29,2011-09-07 22:40:17,2,2011-09-07 22:40:17
401,"363,90,308,32",,Saraha,,,,29,2011-09-07 22:41:22,2,2011-09-07 22:41:22
402,"388,61,348,14",,Nagarjuna,,,,29,2011-09-07 22:41:38,2,2011-09-07 22:41:38
403,"393,109,352,51",,Shavaripa,,,,29,2011-09-07 22:41:57,2,2011-09-07 22:41:57
404,"363,132,311,72",,Maitripa,,,,29,2011-09-07 22:42:09,2,2011-09-07 22:42:09
405,"57,129,21,76",,Aryadeva,,,,29,2011-09-07 23:04:29,2,2011-09-07 23:04:29
406,"108,136,153,83",,Candrakirti,,,,29,2011-09-07 23:04:49,2,2011-09-07 23:04:49
407,"32,131,4,86",,Dignaga,,,,29,2011-09-07 23:05:03,2,2011-09-07 23:05:03
408,"168,153,134,107",,Dharmakirti,,,,29,2011-09-07 23:05:16,2,2011-09-07 23:05:16
409,"88,169,42,106",,Shantideva,,,,29,2011-09-07 23:05:29,2,2011-09-07 23:05:29
410,"564,136,524,76",,Asanga,,,,29,2011-09-07 23:06:33,2,2011-09-07 23:06:33
411,"597,133,633,82",,Vasubhandu,,,,29,2011-09-07 23:06:52,2,2011-09-07 23:06:52
412,"542,145,500,96",,Gunaprabha,,,,29,2011-09-07 23:07:14,2,2011-09-07 23:07:14
413,"617,139,656,95",,Shakyaprabha,,,,29,2011-09-07 23:07:40,2,2011-09-07 23:07:40
414,"602,157,573,121",,Candragomin,,,,29,2011-09-07 23:08:01,2,2011-09-07 23:08:01
415,"108,297,60,221",,Padmasambhava,pad+ma 'byung gnas,7442,,29,2011-09-07 23:09:42,2,2011-09-07 23:09:42
416,"67,309,22,255",,Śāntarakṣita,zhi ba 'tsho,8202,,29,2011-09-07 23:11:57,2,2011-09-07 23:11:57
417,"144,312,97,259",,Tri Songdetsen,khri srong lde btsan,10467,,29,2011-09-07 23:13:19,2,2011-09-07 23:13:19
418,"524,304,570,247",,Śākyaśrībhadra,shAkya shrI b+ha dra,2810,,29,2011-09-07 23:14:39,2,2011-09-07 23:14:39
419,"192,455,141,378",,"The Fifth Zhamarpa, Konchok Yenlag",zhwa dmar pa 05 dkon mchog yan lag,2710,,29,2011-09-07 23:35:43,2,2011-09-07 23:35:43
420,"532,450,480,383",,"The Ninth Karmapa, Wangchuk Dorje",karma pa 09 dbang phyug rdo rje,11645,,29,2011-09-07 23:37:30,2,2011-09-07 23:37:30
421,"272,474,210,400",,"The Sixth Zhamarpa, Chokyi Wangchuk",zhwa dmar pa 06 chos kyi dbang phyug,2717,,29,2011-09-07 23:38:42,2,2011-09-07 23:38:42
422,"401,473,456,399",,"The Tenth Karmapa, Choying Dorje",karma pa 10 chos dbyings rdo rje,2662,,29,2011-09-07 23:40:46,2,2011-09-07 23:40:46
423,"237,497,174,428",,"The Seventh Zhamarpa, Yeshe Nyingpo",zhwa dmar pa 07 ye shes snying po,2666,,29,2011-09-07 23:42:15,2,2011-09-07 23:42:15
424,"500,499,440,428",,"The Eleventh Karmapa, Yeshe Dorje",karma pa 11 ye shes rdo rje,12234,,29,2011-09-07 23:50:38,2,2011-09-07 23:50:38
425,"113,502,169,437",,"The Eighth Zhamarpa, Pelchen Chokyi Dondrub",zhwa dmar pa 08 dpal chen chos kyi don grub,12360,,29,2011-09-07 23:52:03,2,2011-09-07 23:52:03
426,"561,505,500,432",,"The Twelfth Karmapa, Jangchub Dorje",karma pa 12 byang chub rdo rje,11092,,29,2011-09-07 23:52:56,2,2011-09-07 23:52:56
427,"278,553,219,487",,"The Eighth Situ, Chokyi Jungne",si tu 08 chos kyi 'byung gnas,12371,,29,2011-09-08 0:04:08,2,2011-09-08 0:04:08
428,"396,552,455,480",,"The Thirteenth Karmapa, Dudul Dorje",karma pa 13 bdud 'dul rdo rje,10984,,29,2011-09-08 0:14:34,2,2011-09-08 0:14:34
429,"151,554,209,483",,"The Tenth Zhamarpa, Chodrub Gyatso",zhwa dmar pa 10 chos grub rgya mtsho,11018,,29,2011-09-08 0:15:39,2,2011-09-08 0:15:39
430,"522,558,464,489",,"The Ninth Situ, Pema Nyinje Wangpo",si tu 09 pad+ma nyin byed dbang po,8126,,29,2011-09-08 0:16:48,2,2011-09-08 0:16:48
431,"190,602,251,534",,"The Fourteenth Karmapa, Tekchok Dorje",karma pa 14 theg mchog rdo rje,8159,,29,2011-09-08 0:18:01,2,2011-09-08 0:18:01
432,"485,608,417,531",,Jamgon Kongtrul Lodro Taye,jam mgon kong sprul blo gros mtha' yas,4358,,29,2011-09-08 0:19:23,2,2011-09-08 0:19:23
433,"372,622,294,534",,"The Fifteenth Karmapa, Khakhyab Dorje",karma pa 15 mkha' khyab rdo rje,8170,,29,2011-09-08 0:20:49,2,2011-09-08 0:20:49
434,"309,621,240,549",,"The Tenth Situ, Pema Kunzang",si tu 10 pad+ma kun bzang,2672,,29,2011-09-08 0:22:28,2,2011-09-08 0:22:28
435,"479,362,417,286",,Rinchen Pel,rin chen dpal,2699,,29,2011-09-08 0:34:16,2,2011-09-08 0:34:16
436,"530,612,179,141",,Tsongkhapa Lobzang Drakpa,tsong kha pa blo bzang grags pa,8986,,30,2011-09-24 1:30:24,2,2011-09-24 1:30:24
437,"576,540,464,341",,Duldzin Drakpa Gyeltsen,dul 'dzin grags pa rgyal mtshan,2891,,30,2011-09-24 1:32:46,2,2011-09-24 1:32:46
438,"219,535,110,346",,Gyeltsabje Darma Rinchen,rgyal tshab rje dar ma rin chen,9095,,30,2011-09-24 1:33:26,2,2011-09-24 1:33:26
439,"308,800,275,756",,"The Fourth Karmapa, Rolpai Dorje",karma pa 04 rol pa'i rdo rje,2742,,30,2011-09-24 1:34:59,2,2011-09-24 1:34:59
441,"152,224,20,62",,Zhonnu Sengge,gzhon nu seng+ge,11909,,31,2011-11-11 17:10:53,2,2011-11-11 17:10:53
442,"310,191,158,20",,Sengge Sherab,seng+ge shes rab,11942,,31,2011-11-11 17:11:23,2,2011-11-11 17:11:23
443,"532,183,389,18",,Sengge Gyelpo,seng+ge rgyal po,8637,,31,2011-11-11 17:12:02,2,2011-11-11 17:12:02
444,"530,225,684,50",,Dorje Rinchen,rdo rje rin chen,4352,,31,2011-11-11 17:12:32,2,2011-11-11 17:12:32
445,"670,394,534,228",,Lodro Sengge,blo gros seng+ge,3028,,31,2011-11-11 17:13:11,2,2011-11-11 17:13:11
446,"678,561,543,388",,Khyentse Tokden,mkhyen brtse rtogs ldan,8361,,31,2011-11-11 17:13:42,2,2011-11-11 17:13:42
447,"675,717,504,543",,Jamyang Yeshe Rinchen,jam dbyangs ye shes rin chen,4350,,31,2011-11-11 17:14:05,2,2011-11-11 17:14:05
448,"153,769,17,607",,Sherab Zangpo,shes rab bzang po,4348,,31,2011-11-11 17:14:29,2,2011-11-11 17:14:29
449,"430,865,252,670",,"The Second Drukchen, Kunga Peljor",brug chen 02 kun dga' dpal 'byor,11986,,31,2011-11-11 17:15:03,2,2011-11-11 17:15:03
450,"266,949,96,772",,"The Third Drukchen, Jamyang Chodrak",brug chen 03 'jam dbyangs chos grags,11441,,31,2011-11-11 17:16:10,2,2011-11-11 17:16:10
451,"605,950,432,775",,Yonten Yeshe,yon tan ye shes,11462,,31,2011-11-11 17:16:35,2,2011-11-11 17:16:35
452,"404,607,95,223",,Gampopa Sonam Rinchen,sgam po pa bsod nams rin chen,3168,,31,2011-11-11 17:20:10,2,2011-11-11 17:20:10
453,"460,590,218,301",,"The Seventh Dalai Lama, Kelzang Gyatso",ta la'i bla ma 07 skal bzang rgya mtsho,3107,,32,2011-12-14 17:18:40,2,2011-12-14 17:18:40
454,"591,583,681,467",,Tri Relpachen,khri ral pa can,,,32,2011-12-14 17:24:13,2,2011-12-14 17:24:13
455,"19,765,113,613",,Nyangrel Nyima Wozer,nyang ral nyi ma 'od zer,5999,,32,2011-12-14 17:24:53,2,2011-12-14 17:24:53
