Incarnation Name,Incarnation BDRC ID,Incarnation Lineage TOL ID,Previous Incarnation Lineage TOL ID,Previous Incarnation Person TOL ID,Incarnation Sequence,Ordinal,Person TOL ID,Branched Lineage,Person BDRC ID,New Seat Established,Notes,Questions for Katie
Reting Rinpoche,R8LS12816,49,,3241,4,4,13218,FALSE,P8LS12558,,,
Reting Rinpoche,R8LS12816,49,,13218,5,5,3790,FALSE,P212,,,
Reting Rinpoche,R8LS12816,49,,3790,6,6,12387,FALSE,P9575,,,
Riwoche Jedrung,,50,,,1,1,13067,FALSE,P3AG45,,,
Riwoche Jedrung,,50,,13067,2,2,13068,FALSE,P3AG46,,,
Riwoche Jedrung,,50,,13068,3,3,13071,FALSE,P3AG47,,,
Riwoche Jedrung,,50,,13071,4,4,13069,FALSE,P3AG48,,,
Riwoche Jedrung,,50,,13069,5,5,13070,FALSE,P3AG49,,,
Riwoche Jedrung,,50,,13070,6,6,13154,FALSE,P3AG50,,,
Riwoche Jedrung,,50,,13154,7,7,10315,FALSE,P7640,,,
Rongwo Drubchen,R8LS13078,51,,,1,1,9753,FALSE,P711,,,
Rongwo Drubchen,R8LS13078,51,,9753,2,2,6493,FALSE,P409,,,
Rongwo Drubchen,R8LS13078,51,,6493,3,3,5436,FALSE,P312,,,
Rongwo Drubchen,R8LS13078,51,,5436,4,4,4524,FALSE,P279,,,
Rongwo Drubchen,R8LS13078,51,,4524,5,5,6634,FALSE,P4219,,,
Rongwo Drubchen,R8LS13078,51,,6634,6,6,5490,FALSE,P3170,,,
Rongwo Drubchen,R8LS13078,51,,5490,7,7,2521,FALSE,P1253,,,
Seri Mani Pandita,,52,51,4524,5,5,9712,FALSE,P7072,,,"Is this lineage 52 derived from lineage 51, and the branching point is at 4524?"
Setsang,R8LS13066,53,,,1,1,6505,FALSE,P410,,,
Setsang,R8LS13066,53,,6505,2,2,6045,FALSE,P3681,,,
Setsang,R8LS13066,53,,6045,3,3,7170,FALSE,P4705,,,
Setsang,R8LS13066,53,,7170,4,4,7171,FALSE,P4706,,,
Setsang,R8LS13066,53,,7171,5,5,7172,FALSE,P4707,,,
Shardong,,54,53,7171,5,5,7169,FALSE,P4704,,,"Is this lineage 54 derived from 53, and the branching point is at 7171?"
Sodrak,R8LS13138,55,,,1,1,6622,FALSE,P4208,,,
Sodrak,R8LS13138,55,,6622,2,2,4546,FALSE,P281,,,
Sodrak,R8LS13138,55,,4546,3,3,7886,FALSE,P5371,,,
Sodrak,R8LS13138,55,,7886,4,4,7887,FALSE,P5372,,,
Sodrak,R8LS13138,55,,7887,5,5,7888,FALSE,P5373,,,
Takpu,R8LS12799,56,,,1,,5956,FALSE,P3600,,,
Takpu,R8LS12799,56,,5956,2,,13194,FALSE,P8LS12530,,,
Takpu,R8LS12799,56,,13194,3,,5953,FALSE,P3599,,,
Takpu,R8LS12799,56,,5953,4,1,5696,FALSE,P336,,,
Takpu,R8LS12799,56,,5696,5,2,4698,FALSE,P295,,,
Takpu,R8LS12799,56,,4698,6,3,13193,FALSE,P8LS12531,,,
Takpu,R8LS12799,56,,13193,7,4,4000,FALSE,P231,,,
Takpu,R8LS12799,56,,4000,8,5,13780,FALSE,P8LS15285,,,
Takpu,R8LS12799,56,,13780,9,6,13781,FALSE,P8LS15286,,,
Takpu,R8LS12799,56,,13781,10,7,10576,FALSE,P7897,,,
Taktser,,57,,,1,1,2392,FALSE,P1137,,,
Taktser,,57,,2392,2,2,2399,FALSE,P1143,,,
Taktser,,57,,2399,3,3,13179,FALSE,P8LS12079,,,
Taktser,,57,,13179,4,4,13180,FALSE,P8LS12772,,,
Taktser,,57,,13180,5,5,2393,FALSE,P1138,,,
Taktser,,57,,2393,6,6,2950,FALSE,P1648,,,
Tatsak Jedrung,R8LS12798,58,,,1,1,6746,FALSE,P432,,,
Tatsak Jedrung,R8LS12798,58,,6746,2,2,6935,FALSE,P4493,,,
Tatsak Jedrung,R8LS12798,58,,6935,3,3,6940,FALSE,P4498,,,
Tatsak Jedrung,R8LS12798,58,,6940,4,4,6793,FALSE,P4362,,,
Tatsak Jedrung,R8LS12798,58,,6793,5,5,2330,FALSE,P1080,,,
Tatsak Jedrung,R8LS12798,58,,2330,6,6,6580,FALSE,P417,,,
Tatsak Jedrung,R8LS12798,58,,6580,7,7,9693,FALSE,P7054,,,
Tatsak Jedrung,R8LS12798,58,,9693,8,8,5328,FALSE,P302,,,
Tatsak Jedrung,R8LS12798,58,,5328,9,9,4380,FALSE,P266,,,
Tatsak Jedrung,R8LS12798,58,,4380,10,10,4163,FALSE,P246,,,
Tatsak Jedrung,R8LS12798,58,,4163,11,11,10394,FALSE,P7715,,,
Tatsak Jedrung,R8LS12798,58,,10394,12,12,13216,FALSE,P8LS13193,,,
Tewo Lungzang Nangwa,R8LS13418,59,,,1,1,2926,FALSE,P8LS13405,,,
Tewo Lungzang Nangwa,R8LS13418,59,,2926,2,2,10831,FALSE,P8136,,,
Tewo Lungzang Nangwa,R8LS13418,59,,10831,3,3,12576,FALSE,P9752,,,
Tewo Lungzang Nangwa,R8LS13418,59,,12576,4,4,12577,FALSE,P9753,,,
Tewo Lungzang Nangwa,R8LS13418,59,,12577,5,5,12578,FALSE,P9754,,,
Tewo Lungzang Nangwa,R8LS13418,59,,12578,6,6,12572,FALSE,P9749,,,
Tongkhor,R8LS13060,60,,,1,1,3712,TRUE,P2048,,"Separated these into two records (60, 118)when it splits",
Tongkhor,R8LS13060,60,,3712,2,2,3708,TRUE,P2043,,,
Tongkhor,R8LS13060,60,,3708,3,3,1575,TRUE,P1004,,,
Tongkhor,R8LS13060,60,,1575,4,4,9873,TRUE,P722,,,
Tongkhor,R8LS13060,60,,9873,5,5,2755,TRUE,P1468,,,
Tongkhor,R8LS13060,60,,2755,6,6,13173,TRUE,P1KG4775,,"this is the branch point, line separates into 118",
Tongkhor,R8LS13060,60,,13173,7,7,13167,TRUE,P1PD102748,,,
Tongkhor,R8LS13060,60,,13167,8,8,13166,TRUE,P1PD102803,,,
Tongkhor,R8LS13060,60,,13166,9,9,13171,TRUE,P3AG62,,,
Tongkhor,R8LS13060,60,,13171,10,10,13172,TRUE,P1KG5134,,,
Trijang,,61,,,1,1,5371,FALSE,P306,,,
Trijang,,61,,5371,2,2,4280,FALSE,P2569,,,
Trijang,,61,,4280,3,3,4309,FALSE,P2596,,,
Tsemonling,R8LS12872,62,,,1,1,5652,FALSE,P332,,,
Tsemonling,R8LS12872,62,,5652,2,2,6979,FALSE,P4533,,,
Tsemonling,R8LS12872,62,,6979,3,3,6978,FALSE,P4532,,,
Tsemonling,R8LS12872,62,,6978,4,4,7568,FALSE,P5070,,,
Tseten Zhabdrung,,63,,,6,6,2948,FALSE,P1646,,,"There is just one incarnation here, starting with 6. Did this branch off of something?"
Tsopu Drubchen,R8LS13254,64,,,1,,8541,FALSE,P5973,,,
Tsopu Drubchen,R8LS13254,64,,8541,2,1,8583,FALSE,P6010,,,
Tsopu Drubchen,R8LS13254,64,,8583,3,2,13768,FALSE,P8LS13253,,,
Tsopu Drubchen,R8LS13254,64,,13768,4,3,8622,FALSE,P6046,,,
Tukwan ,R8LS13059,65,,,1,1,5899,FALSE,P3548,,,
Tukwan ,R8LS13059,65,,5899,2,2,3225,FALSE,P1896,,,
Tukwan ,R8LS13059,65,,3225,3,3,3008,FALSE,P170,,,
Tukwan ,R8LS13059,65,,3008,4,4,5599,FALSE,P327,,,
Tukwan ,R8LS13059,65,,5599,5,5,9063,FALSE,P6470,,,
Tukwan ,R8LS13059,65,,9063,6,6,5902,FALSE,P3550,,,
Tukwan ,R8LS13059,65,,5902,7,7,7880,FALSE,P5365,,,
Yolmo,,66,,,1,1,3005,FALSE,P1698,,,
Yolmo,,66,,3005,2,2,8139,FALSE,P5600,,,
Yolmo,,66,,8139,3,3,2997,FALSE,P1690,,,
Yolmo,,66,,2997,4,4,9202,FALSE,P660,,,
Yolmo,,66,,9202,5,5,9480,FALSE,P686,,,
Zamtsa Sertri,R8LS13074,67,,,1,,4493,FALSE,,,,
Zamtsa Sertri,R8LS13074,67,,4493,2,2,9523,FALSE,,,,
Zamtsa Sertri,R8LS13074,67,,9523,3,3,2238,FALSE,,,,
Zamtsa Sertri,R8LS13074,67,,2238,4,4,6818,FALSE,,,,
Zamtsa Sertri,R8LS13074,67,,6818,5,5,2237,FALSE,,,,
Zamtsa Sertri,R8LS13074,67,,2237,6,6,2235,FALSE,,,,
Zhabdrung Karpo,R8LS13079,68,,,1,1,6670,FALSE,P4251,,,
Zhabdrung Karpo,R8LS13079,68,,6670,2,2,6667,FALSE,P4249,,,
Zhabdrung Karpo,R8LS13079,68,,6667,3,3,3062,FALSE,P1749,,,
Zhabdrung Karpo,R8LS13079,68,,3062,4,4,3061,FALSE,P1748,,,
Zhabdrung Karpo,R8LS13079,68,,3061,5,5,8860,FALSE,P6282,,,
Zhabdrung Karpo,R8LS13079,68,,8860,6,6,2527,FALSE,P1259,,,
Zhabdrung Karpo,R8LS13079,68,,2527,7,7,8861,FALSE,P6283,,,
Zhabdrung Karpo,R8LS13079,68,,8861,8,8,13758,FALSE,P1KG12424,,,
Zhabdrung Karpo,R8LS13079,68,,13758,9,9,13759,FALSE,P8LS13192,,,
Zhabdrung Sungtrul,R8LS13407,69,,,1,,7589,FALSE,P509,,,
Zhabdrung Sungtrul,R8LS13407,69,,7589,2,1,10409,FALSE,P773,,,
Zhabdrung Sungtrul,R8LS13407,69,,10409,3,2,7874,FALSE,P536,,,
Zhabdrung Sungtrul,R8LS13407,69,,7874,4,3,8214,FALSE,P567,,,
Zhabdrung Sungtrul,R8LS13407,69,,8214,5,4,8366,FALSE,P581,,,
Zhabdrung Sungtrul,R8LS13407,69,,8366,6,5,8397,FALSE,P584,,,
Zhabdrung Sungtrul,R8LS13407,69,,8397,7,6,13219,FALSE,P8LS13406,,,
Shechen Rabjam,R8LS13180,70,,,1,1,9213,FALSE,P661,,,
Shechen Rabjam,R8LS13180,70,,9213,2,2,9525,FALSE,P690,,,
Shechen Rabjam,R8LS13180,70,,9525,3,3,5164,FALSE,P2JM436,,,
Shechen Rabjam,R8LS13180,70,,5164,4,4,5166,FALSE,P2JM438,,,
Shechen Rabjam,R8LS13180,70,,5166,5,5,9884,FALSE,P723,,,
Shechen Rabjam,R8LS13180,70,,9884,6,6,10113,FALSE,P745,,,
Shechen Rabjam,R8LS13180,70,,10113,7,7,8814,FALSE,P624,,,
Zhiwa lha,R8LS12813,71,,,1,1,3788,FALSE,P2118,,,
Zhiwa lha,R8LS12813,71,,3788,2,2,3789,FALSE,P2119,,,
Zhiwa lha,R8LS12813,71,,3789,3,3,3791,FALSE,P2120,,,
Zhiwa lha,R8LS12813,71,,3791,4,4,3792,FALSE,P2121,,,
Zhiwa lha,R8LS12813,71,,3792,5,5,3793,FALSE,P2122,,,
Zhiwa lha,R8LS12813,71,,3793,6,6,3794,FALSE,P2123,,,
Zhiwa lha,R8LS12813,71,,3794,7,7,3795,FALSE,P2124,,,
Zhamarpa,R8LS13049,72,,,1,,3843,FALSE,P2169,,,
Zhamarpa,R8LS13049,72,,3843,2,1,9634,FALSE,P70,,,
Zhamarpa,R8LS13049,72,,9634,3,2,2696,FALSE,P1413,,,
Zhamarpa,R8LS13049,72,,2696,4,3,1638,FALSE,P1010,,,
Zhamarpa,R8LS13049,72,,1638,5,4,5489,FALSE,P317,,,
Zhamarpa,R8LS13049,72,,5489,6,5,2710,FALSE,P1426,,,
Zhamarpa,R8LS13049,72,,2710,7,6,2717,FALSE,P1432,,,
Zhamarpa,R8LS13049,72,,2717,8,7,2666,FALSE,P1386,,,
Zhamarpa,R8LS13049,72,,2666,9,8,12360,FALSE,P955,,,
Zhamarpa,R8LS13049,72,,12360,10,9,10995,FALSE,P829,,,
Zhamarpa,R8LS13049,72,,10995,11,10,11018,FALSE,P831,,,
Zhamarpa,R8LS13049,72,,11018,13,12,12071,FALSE,P928,,,
Zhamarpa,R8LS13049,72,,12071,14,13,2149,FALSE,P10570,,,
Zhamarpa,R8LS13049,72,,2149,15,14,11252,FALSE,P853,,,
Simda Dzogchen,R11MS247,73,,,1,1,5151,FALSE,P2JM424,,,
Simda Dzogchen,R11MS247,73,,5151,2,2,5159,FALSE,P2JM431,,,
Simda Dzogchen,R11MS247,73,,5159,3,3,13228,FALSE,P11MS244,,,
Simda Dzogchen,R11MS247,73,,13228,4,4,13229,FALSE,P11MS245,,,
Simda Dzogchen,R11MS247,73,,13229,5,5,13227,FALSE,P11MS246,,,
Tai Situ,R8LS13050,74,,,1,1,5924,FALSE,P3572,,,
Tai Situ,R8LS13050,74,,5924,2,2,10898,FALSE,P820,,,
Tai Situ,R8LS13050,74,,10898,3,3,5926,FALSE,P3574,,,
Tai Situ,R8LS13050,74,,5926,4,4,5928,FALSE,P3576,,,
Tai Situ,R8LS13050,74,,5928,5,5,5927,FALSE,P3575,,,
Tai Situ,R8LS13050,74,,5927,6,6,12264,FALSE,P946,,,
Tai Situ,R8LS13050,74,,12264,7,7,12340,FALSE,P953,,,
Tai Situ,R8LS13050,74,,12340,8,8,12371,FALSE,P956,,,
Tai Situ,R8LS13050,74,,12371,9,9,8126,FALSE,P559,,,
Tai Situ,R8LS13050,74,,8126,10,10,2672,FALSE,P1391,,,
Tai Situ,R8LS13050,74,,2672,11,11,12040,FALSE,P925,,,
Tai Situ,R8LS13050,74,,12040,12,12,11274,FALSE,P855,,,
Mindrol Nominhan,,75,,,1,1,3043,FALSE,P1731,,,
Mindrol Nominhan,,75,,3043,2,2,9690,FALSE,P7051,,,"Number 3 is missing, meaning we can't say 9690 directly precedes 7473. Should I use just precedes? Alternatively, I could create an incarnation object without attaching it to a person, to say we know there was an incarnation here but we don't know who it was. "
Mindrol Nominhan,,75,,9690,4,4,7483,FALSE,P4994,,,
Mindrol Nominhan,,75,,7483,5,5,12001,FALSE,P9214,,,
Dzongkar Chungwa,R8LS13154,76,,,1,1,6647,FALSE,P4230,,,
Dzongkar Chungwa,R8LS13154,76,,6647,2,2,6185,FALSE,P3808,,,
Dzongkar Chungwa,R8LS13154,76,,6185,3,3,6188,FALSE,P3810,,,
Dzongkar Chungwa,R8LS13154,76,,6188,4,4,6177,FALSE,P3800,,,
Dzongkar Chungwa,R8LS13154,76,,6177,5,5,6174,FALSE,P3799,,,
Dzongkar Chungwa,R8LS13154,76,,6174,6,6,2268,FALSE,P10679,,,
Jamgon Kongtrul,R8LS13051,77,,,1,,4358,FALSE,P264,,,
Jamgon Kongtrul,R8LS13051,77,,4358,2,2,12169,FALSE,P937,,,
Jamgon Kongtrul,R8LS13051,77,,12169,3,3,2150,FALSE,P10571,,,
Jamgon Kongtrul,R8LS13051,77,,2150,4,4,2151,FALSE,P10572,,,
Penor,R8LS13166,79,,,1,1,7582,FALSE,P5083,,,
Penor,R8LS13166,79,,7582,2,2,10018,FALSE,P7359,,,
Penor,R8LS13166,79,,10018,3,3,8972,FALSE,P6387,,,
Zurmang Trungpa,R8LS13055,80,,,1,1,12523,FALSE,P9700,,,
Zurmang Trungpa,R8LS13055,80,,12523,2,2,12524,FALSE,P9701,,,
Zurmang Trungpa,R8LS13055,80,,12524,3,3,12525,FALSE,P9702,,,
Zurmang Trungpa,R8LS13055,80,,12525,4,4,10254,FALSE,P7584,,,
Zurmang Trungpa,R8LS13055,80,,10254,5,5,12526,FALSE,P9703,,,
Zurmang Trungpa,R8LS13055,80,,12526,6,6,12527,FALSE,P9704,,,
Zurmang Trungpa,R8LS13055,80,,12527,7,7,12528,FALSE,P9705,,,
Zurmang Trungpa,R8LS13055,80,,12528,8,8,12529,FALSE,P9706,,,
Zurmang Trungpa,R8LS13055,80,,12529,9,9,12530,FALSE,P9707,,,
Zurmang Trungpa,R8LS13055,80,,12530,10,10,12531,FALSE,P9708,,,
Pakchok,R8LS16682,81,,,1,1,13473,FALSE,P1AG48,,NO TOL BIOS - RECORD NOT FOUND ON BDRC,
Pakchok,R8LS16682,81,,13473,2,2,13474,FALSE,P1AG49,,,
Pakchok,R8LS16682,81,,13474,3,3,13475,FALSE,P1AG50,,,
Pakchok,R8LS16682,81,,13475,4,4,13476,FALSE,P1AG51,,,
Pakchok,R8LS16682,81,,13476,5,5,13477,FALSE,P1AG52,,,
Pakchok,R8LS16682,81,,13477,6,6,13478,FALSE,P1AG53,,,
Karma Kuchen,R8LS16683,82,,11246,1,1,11246,FALSE,P8523,,,
Karma Kuchen,R8LS16683,82,,8892,2,2,8892,FALSE,P6310,,,
Karma Kuchen,R8LS16683,82,,8757,3,3,8757,FALSE,P6172,,,
Karma Kuchen,R8LS16683,82,,,4,4,13254,FALSE,P8LS12327,,,
Dzigar Kongtrul,,83,,,1,,4358,FALSE,P264,,,
Dzigar Kongtrul,,83,,4358,2,1,13277,TRUE,P1PD108567,,,
Shechen Kongtrul,,84,,,1,,4358,FALSE,P264,,,
Shechen Kongtrul,,84,,4358,2,1,10103,TRUE,P744,,,
Kalu Rinpoche,,85,,,1,,4358,FALSE,P264,,,
Kalu Rinpoche,,85,,4358,2,1,12180,TRUE,P938,,,
Dzongsar Khyentse,R8LS13054,86,,,1,,4291,TRUE,P258,,,
Dzongsar Khyentse,R8LS13054,86,,4291,2,1,9990,TRUE,P733,,,
Dzongsar Khyentse,R8LS13054,86,,9990,3,2,13481,TRUE,P623,,,
Beru Khyentse,,87,,,1,,4291,FALSE,P258,,,
Beru Khyentse,,87,,4291,2,1,12104,TRUE,P931,,,
Pelri,R8LS12785,88,,,1,1,13783,FALSE,P8LS12448,,,
Pelri,R8LS12785,88,,13783,2,2,13784,FALSE,P8LS12449,,,
Pelri,R8LS12785,88,,13784,3,3,13785,FALSE,P8LS12450,,,
Pelri,R8LS12785,88,,13785,4,4,10207,FALSE,P7538,,,
Pelri,R8LS12785,88,,10207,5,5,13782,FALSE,P8LS12451,,,
Seula Jamgon,R8LS13416,89,,,1,1,7803,FALSE,P529,,,
Seula Jamgon,R8LS13416,89,,7803,2,2,8005,FALSE,P548,,,
Seula Jamgon,R8LS13416,89,,8005,3,3,8377,FALSE,P582,,,
Seula Jamgon,R8LS13416,89,,8377,4,4,13776,FALSE,P8LS13414,,,
Seula Jamgon,R8LS13416,89,,13776,5,5,13777,FALSE,P8LS13415,,,
Khangnang,R8LS13170 ,90,,,1,1,11277,FALSE,P8552,,,
Khangnang,R8LS13170 ,90,,11277,2,2,11278,FALSE,P8553,,,
Khangnang,R8LS13170 ,90,,11278,3,3,11276,FALSE,P8551,,,
Dzongnang Jewon,R8LS13167,91,,,1,1,11279,FALSE,P8554,,,
Dzongnang Jewon,R8LS13167,91,,11279,2,2,8971,FALSE,P6386,,,
Pelyul Choktrul,R8LS13294,92,,,1,,8753,FALSE,P6168,,,
Pelyul Choktrul,R8LS13294,92,,8753,2,1,11245,FALSE,P8522,,,
Pelyul Choktrul,R8LS13294,92,,11245,3,2,934,FALSE,P8297,,Deleted duplicate tol ID TOL8916/P6333 from server,
Pelyul Choktrul,R8LS13294,92,,934,4,3,13881,FALSE,,,,
Peling Sungtrul,R1AG93,93,,,1,,3000,FALSE,P1693,,,
Peling Sungtrul,R1AG93,93,,3000,2,2,4374,FALSE,P2654,,,
Peling Sungtrul,R1AG93,93,,4374,3,3,2999,FALSE,P1692,,,
Peling Sungtrul,R1AG93,93,,2999,4,4,9223,FALSE,P662,,,
Peling Sungtrul,R1AG93,93,,9223,5,5,4398,FALSE,P2676,,,
Peling Sungtrul,R1AG93,93,,4398,6,6,4410,FALSE,P2687,,,
Peling Sungtrul,R1AG93,93,,4410,7,7,4421,FALSE,P2697,,,
Peling Sungtrul,R1AG93,93,,4421,8,8,4433,FALSE,P2707,,,
Peling Sungtrul,R1AG93,93,,4433,9,9,10051,FALSE,P739,,,
Peling Sungtrul,R1AG93,93,,10051,10,10,4479,FALSE,P2749,,,
Peling Sungtrul,R1AG93,93,,4479,11,11,4486,FALSE,P2755,,,
Garchen,R8LS13273,94,,,1,,10824,FALSE,P813,,,
Garchen,R8LS13273,94,,10824,2,1,11302,FALSE,P8575,,,
Garchen,R8LS13273,94,,11302,3,2,11303,FALSE,P8576,,,
Garchen,R8LS13273,94,,11303,4,3,11304,FALSE,P8577,,,
Garchen,R8LS13273,94,,11304,5,4,11305,FALSE,P8578,,,
Garchen,R8LS13273,94,,11305,6,5,11306,FALSE,P8579,,,
Garchen,R8LS13273,94,,11306,7,6,11308,FALSE,P8580,,,
Garchen,R8LS13273,94,,11308,8,7,11309,FALSE,P8581,,,
Garchen,R8LS13273,94,,11309,9,8,11310,FALSE,P8582,,,
Neten Chokling,R8LS18185,95,,,1,,8181,TRUE,P564,,,
Neten Chokling,R8LS18184,95,,8181,2,2,13577,TRUE,P1AG97,,,
Neten Chokling,R8LS18184,95,,13577,3,3,13578,TRUE,P1AG99,,,
Neten Chokling,R8LS18184,95,,13578,4,4,13582,TRUE,P1AG103,,,
Tsike Chokling,R8LS18184,96,,,1,,8181,TRUE,P564,,,
Tsike Chokling,R8LS18185,96,,8181,2,2,10743,TRUE,P8050,,,
Tsike Chokling,R8LS18185,96,,10743,3,3,13580,TRUE,P1AG100,,,
Tsike Chokling,R8LS18185,96,,13580,4,4,13581,TRUE,P1AG102,,,
Shechen Gyeltsab,R8LS13184,97,,,1,1,13592,FALSE,P8LS13181,,,
Shechen Gyeltsab,R8LS13184,97,,13592,2,2,13591,FALSE,P8LS13182,,,
Shechen Gyeltsab,R8LS13184,97,,13591,3,3,8896,FALSE,P6314,,,
Shechen Gyeltsab,R8LS13184,97,,8896,4,4,4044,FALSE,P235,,,
Shechen Gyeltsab,R8LS13184,97,,4044,5,5,13575,FALSE,P8LS13183,,,
Nyetang Mokchok,R8LS13030,98,,,1,1,6285,FALSE,P39,,,
Nyetang Mokchok,R8LS13030,98,,6285,2,2,13752,FALSE,P8LS12966,,,
Nyetang Mokchok,R8LS13030,98,,13752,3,3,13753,FALSE,P8LS12967,,,
Nyetang Mokchok,R8LS13030,98,,13753,4,4,13754,FALSE,P8LS12968,,,
Nyetang Mokchok,R8LS13030,98,,13754,5,5,13755,FALSE,P8LS12969,,,
Nyetang Mokchok,R8LS13030,98,,13755,6,6,13756,FALSE,P8LS12970,,,
Chamtrul,,99,,,1,1,8600,FALSE,P6026,,,Lineage with only one incarnation?
Demo,R8LS12778,100,,,1,1,6757,FALSE,P433,,,
Demo,R8LS12778,100,,6757,2,2,7979,FALSE,P5456,,,
Demo,R8LS12778,100,,7979,3,3,7980,FALSE,P5457,,,
Demo,R8LS12778,100,,7980,4,4,3104,FALSE,P1787,,,
Demo,R8LS12778,100,,3104,5,5,3103,FALSE,P1786,,,
Demo,R8LS12778,100,,3103,6,6,13751,FALSE,P8LS12437,,,
Demo,R8LS12778,100,,13751,7,7,3105,FALSE,P1788,,,
Demo,R8LS12778,100,,3105,8,8,3133,FALSE,P1812,,,
Demo,R8LS12778,100,,3133,9,9,3135,FALSE,P1814,,,
Demo,R8LS12778,100,,3135,10,10,11779,FALSE,P9011,,,
Drigung Chetsang,R8LS12886,101,,,1,1,7028,FALSE,P4578,,,
Drigung Chetsang,R8LS12886,101,,7028,2,2,6569,FALSE,P416,,,
Drigung Chetsang,R8LS12886,101,,6569,3,3,5630,FALSE,P330,,,
Drigung Chetsang,R8LS12886,101,,5630,4,4,11167,FALSE,P845,,,
Drigung Chetsang,R8LS12886,101,,11167,5,5,3913,FALSE,P2231,,,
Drigung Chetsang,R8LS12886,101,,3913,6,6,3908,FALSE,P2227,,,
Drigung Chetsang,R8LS12886,101,,3908,7,7,7033,FALSE,P4582,,,
Gungri Khandro,R8LS13062,103,,,1,1,12357,FALSE,P9547,,No TOL bios,
Gungri Khandro,R8LS13062,103,,12357,2,2,12356,FALSE,P9546,,No TOL bios,
Gungri Khandro,R8LS13062,103,,12356,3,3,12355,FALSE,P9545,,No TOL bios,
Gungri Khandro,R8LS13062,103,,12355,4,4,12354,FALSE,P9544,,No TOL bios,
Gungri Khandro,R8LS13062,103,,12354,5,5,6307,FALSE,P392,,No TOL bios,
Dzongkar,R8LS13153,104,,,1,1,6635,FALSE,P422,,,
Dzongkar,R8LS13153,104,,6635,2,2,13202,FALSE,P8LS13149,,,
Dzongkar,R8LS13153,104,,13202,3,3,13203,FALSE,P8LS13151,,,
Dzongkar,R8LS13153,104,,13203,4,4,13201,FALSE,P8LS13152,,,
Dzongkar,R8LS13153,104,,13201,5,5,2469,FALSE,P1206,,,
Dzongkar,R8LS13153,104,,2469,6,6,13224,FALSE,P8LS13150,,,
Tsechok Ling,R8LS13046,106,,,1,1,2072,FALSE,P105,,No members with TOL bios,
Tsechok Ling,R8LS13046,106,,2072,2,2,13600,FALSE,P8LS13013,,,
Tsechok Ling,R8LS13046,106,,13600,3,3,13601,FALSE,P8LS13014,,,
Tsechok Ling,R8LS13046,106,,13601,4,4,13602,FALSE,P8LS13015,,,
Tsechok Ling,R8LS13046,106,,13602,5,5,8158,FALSE,P5619,,,
Tsechok Ling,R8LS13046,106,,8158,6,6,13603,FALSE,P8LS13016,,,
Tsechok Ling,R8LS13046,106,,13603,7,7,13604,FALSE,P8LS13017,,,
Pelbar,R8LS12801,107,,,1,1,13606,FALSE,P8LS12503,,,
Pelbar,R8LS12801,107,,13606,2,2,13607,FALSE,P8LS12504,,,
Pelbar,R8LS12801,107,,13607,3,3,13605,FALSE,P8LS12505,,,
Chepa Gyakhar,R8LS13334,108,,,1,1,13769,FALSE,P8LS13327,,No bios,
Chepa Gyakhar,R8LS13334,108,,13769,2,2,13770,FALSE,P8LS13328,,,
Chepa Gyakhar,R8LS13334,108,,13770,3,3,13771,FALSE,P8LS13329,,,
Chepa Gyakhar,R8LS13334,108,,13771,4,4,13772,FALSE,P8LS13330,,,
Chepa Gyakhar,R8LS13334,108,,13772,5,5,13610,FALSE,P8LS13331,,,
Chepa Gyakhar,R8LS13334,108,,13610,6,6,13609,FALSE,P8LS13332,,,
Chepa Gyakhar,R8LS13334,108,,13609,7,7,13608,FALSE,P8LS13333,,,
Lelung Jedrung,,109,,,1,1,2592,FALSE,P1317,,,
Lelung Jedrung,,109,,2592,2,2,4002,FALSE,P2311,,,
Lelung Jedrung,,109,,4002,3,3,7989,FALSE,P5465,,,
Lelung Jedrung,,109,,7989,4,4,7990,FALSE,P5466,,,
Lelung Jedrung,,109,,7990,5,5,9361,FALSE,P675,,,
Lelung Jedrung,,109,,9361,6,6,7991,FALSE,P5467,,,
Lelung Jedrung,,109,,7991,7,7,7992,FALSE,P5468,,,
Lelung Jedrung,,109,,7992,8,8,13645,FALSE,P10MS14276,,,
Lelung Jedrung,,109,,13645,9,9,13498,FALSE,P10MS14277,,,
Lelung Jedrung,,109,,13498,10,10,13499,FALSE,P10MS14278,,,
Lelung Jedrung,,109,,13499,11,11,62,FALSE,P00EGS1017152,,,
Dilgo Khyentse,,111,,,1,,4291,FALSE,P258,,,
Dilgo Khyentse,,111,,4291,2,1,8825,TRUE,P625,,,
Pelme Khyentse,,113,,,1,,4291,FALSE,P258,,,
Pelme Khyentse,,113,,4291,2,1,9521,TRUE,P6897,,,
Pakchok Khyentse,,114,,,1,,4291,FALSE,P258,,,
Pakchok Khyentse,,114,,4291,2,1,9924,TRUE,P727,,,
Gonchen Khyentse,,115,,,1,,4291,FALSE,P258,,,
Gonchen Khyentse,,115,,4291,2,1,13653,TRUE,P8LS76438,,,
Gonchen Khyentse,,115,,13653,3,2,13654,TRUE,P8LS76435,,,
Khordong,,116,,,1,1,13617,FALSE,P1KG9679,,,Same question as above about non-consecutive incarnations
Khordong,,116,,13617,3,3,13689,FALSE,P1KG9680,,,
Dungkar,R8LS12912,117,,,1,1,13711,FALSE,P8LS12765,,,
Dungkar,R8LS12912,117,,13711,2,2,13712,FALSE,P8LS12766,,,
